"id","y","fold","va_intact","va_moderate","va_severe"
794,2,0,0.0102516309412861,0.0465983224603914,0.943150046598322
810,2,1,0.0194580266419067,0.162241574253645,0.818300399104449
817,2,4,0.0164778578784758,0.0655681428081016,0.917953999313423
819,2,3,0.00990253585208645,0.0551330374467516,0.934964426701162
821,2,2,0.0152696444861594,0.0856243884819394,0.899105967031901
822,2,1,0.016399015338877,0.1153476634464,0.868253321214723
827,2,0,0.0145798290167642,0.285598968853387,0.699821202129849
828,2,1,0.0167613556896595,0.115305171507609,0.867933472802731
830,2,1,0.016399015338877,0.1153476634464,0.868253321214723
831,2,0,0.0145026440480618,0.188343548361014,0.797153807590925
832,1,2,0.0194008182270573,0.22217110545793,0.758428076315013
838,2,0,0.0145026440480618,0.188343548361014,0.797153807590925
7,0,4,0.827826751771284,0.156352400470533,0.0158208477581829
9,0,4,0.858895705521472,0.128834355828221,0.0122699386503067
11,0,0,0.456514050584216,0.317537226269369,0.225948723146415
12,0,0,0.694697706811967,0.236762702663949,0.0685395905240841
